essay_id,prompted_trait,prompted_level,score_cEXT,score_cNEU,score_cAGR,score_cCON,score_cOPN
B_cEXT_HIGH_074,cEXT,HIGH,0.86996675,0.31518692,0.8246134,0.5111533,0.89009947
B_cEXT_HIGH_075,cEXT,HIGH,0.9092665,0.18279572,0.89338434,0.80153555,0.64036953
B_cEXT_HIGH_076,cEXT,HIGH,0.920637,0.5829042,0.90474015,0.3914702,0.8606125
B_cEXT_HIGH_078,cEXT,HIGH,0.7275289,0.39748988,0.8190738,0.3041446,0.71351963
B_cEXT_HIGH_079,cEXT,HIGH,0.93987375,0.06343631,0.9129577,0.7473598,0.98694974
B_cEXT_HIGH_081,cEXT,HIGH,0.8824195,0.19391407,0.75869375,0.7132866,0.89840394
B_cEXT_HIGH_082,cEXT,HIGH,0.7489006,0.16627473,0.8584255,0.40759435,0.9633127
B_cEXT_HIGH_085,cEXT,HIGH,0.800576,0.14694639,0.7714691,0.58603925,0.93832535
B_cEXT_HIGH_080,cEXT,HIGH,0.7125103,0.34360844,0.9002158,0.5831756,0.38938847
B_cEXT_HIGH_083,cEXT,HIGH,0.92595625,0.106091365,0.80825675,0.6186251,0.9015892
B_cEXT_HIGH_086,cEXT,HIGH,0.91182345,0.13054028,0.9211488,0.7753875,0.85356474
B_cEXT_HIGH_084,cEXT,HIGH,0.9169502,0.36016926,0.8788047,0.7732532,0.8653901
B_cEXT_HIGH_087,cEXT,HIGH,0.83633006,0.1817891,0.8098727,0.7086769,0.89569753
B_cEXT_HIGH_088,cEXT,HIGH,0.9325513,0.08895239,0.8654627,0.64181864,0.9242603
B_cEXT_HIGH_090,cEXT,HIGH,0.89940035,0.1215764,0.95531297,0.66393626,0.72494006
B_cEXT_HIGH_089,cEXT,HIGH,0.9028786,0.2072036,0.9012133,0.50226825,0.8725267
B_cEXT_HIGH_091,cEXT,HIGH,0.9094617,0.123119555,0.7692954,0.7770755,0.9096815
B_cEXT_HIGH_094,cEXT,HIGH,0.77381086,0.07086655,0.9531517,0.7907287,0.99805593
B_cEXT_HIGH_092,cEXT,HIGH,0.97616154,0.060239878,0.9152557,0.89234245,0.8976724
B_cEXT_HIGH_093,cEXT,HIGH,0.83441293,0.27252442,0.9221271,0.55576956,0.8649879
B_cEXT_HIGH_095,cEXT,HIGH,0.8918552,0.14110553,0.8630581,0.77205354,0.95843136
B_cEXT_HIGH_096,cEXT,HIGH,0.7735948,0.21457255,0.8996511,0.5064751,0.6799351
B_cEXT_HIGH_100,cEXT,HIGH,0.6863074,0.042299535,0.928194,0.57705295,0.9967518
B_cEXT_HIGH_101,cEXT,HIGH,0.9381675,0.33294752,0.94874316,0.47821346,0.8233913
B_cEXT_HIGH_097,cEXT,HIGH,0.93333024,0.3317641,0.8912764,0.80218536,0.47078726
B_cEXT_HIGH_098,cEXT,HIGH,0.7461536,0.16695136,0.9013438,0.80975246,0.82393944
B_cEXT_HIGH_099,cEXT,HIGH,0.76894534,0.119649485,0.8711982,0.5721387,0.7818288
B_cEXT_HIGH_102,cEXT,HIGH,0.4278375,0.28527156,0.89663017,0.7696318,0.8687682
B_cEXT_HIGH_103,cEXT,HIGH,0.8666283,0.43570915,0.87966275,0.5696286,0.8966734
B_cEXT_HIGH_104,cEXT,HIGH,0.825277,0.3393311,0.90946275,0.62381965,0.5638858
B_cEXT_HIGH_109,cEXT,HIGH,0.8194865,0.066918634,0.8576915,0.60734177,0.9803658
B_cEXT_HIGH_106,cEXT,HIGH,0.9881302,0.0943659,0.87309414,0.9066874,0.988514
B_cEXT_HIGH_108,cEXT,HIGH,0.92823577,0.16779661,0.9563955,0.5453831,0.9337314
B_cEXT_HIGH_105,cEXT,HIGH,0.87337303,0.39299953,0.8598072,0.6245453,0.6257338
B_cEXT_HIGH_107,cEXT,HIGH,0.9737216,0.12954113,0.91904044,0.7583399,0.41320017
B_cEXT_HIGH_110,cEXT,HIGH,0.94850904,0.106989056,0.89159435,0.7978536,0.99818534
B_cEXT_HIGH_111,cEXT,HIGH,0.9753084,0.11697274,0.9521314,0.877768,0.7374269
B_cEXT_HIGH_118,cEXT,HIGH,0.52183336,0.20023622,0.833889,0.6821234,0.8312831
B_cEXT_HIGH_112,cEXT,HIGH,0.7990674,0.18066426,0.8162986,0.41518268,0.9303158
B_cEXT_HIGH_114,cEXT,HIGH,0.8578594,0.36345997,0.8756832,0.6042444,0.92346
B_cEXT_HIGH_115,cEXT,HIGH,0.62611914,0.5070904,0.7178123,0.5758052,0.81635696
B_cEXT_HIGH_113,cEXT,HIGH,0.86990494,0.16894083,0.8433427,0.8000276,0.9055778
B_cEXT_HIGH_117,cEXT,HIGH,0.81030446,0.11087826,0.90134054,0.85710686,0.8231069
B_cEXT_HIGH_116,cEXT,HIGH,0.9089253,0.18456446,0.8741555,0.7633503,0.8450318
B_cEXT_HIGH_121,cEXT,HIGH,0.7672403,0.14533015,0.6653903,0.424224,0.95641303
B_cEXT_HIGH_120,cEXT,HIGH,0.95753574,0.089096546,0.91794455,0.8682166,0.70337754
B_cEXT_HIGH_119,cEXT,HIGH,0.8874887,0.35506344,0.7452614,0.54715645,0.95363355
B_cEXT_HIGH_123,cEXT,HIGH,0.7309532,0.08521261,0.7854339,0.8571365,0.95962465
B_cEXT_HIGH_122,cEXT,HIGH,0.85386145,0.26257968,0.9686573,0.6616533,0.731296
B_cEXT_HIGH_124,cEXT,HIGH,0.9409785,0.081162095,0.87944216,0.60231966,0.641758
B_cEXT_LOW_000,cEXT,LOW,0.7641003,0.48889202,0.77840173,0.70633286,0.9188814
B_cEXT_LOW_001,cEXT,LOW,0.627857,0.32792842,0.63542134,0.7139369,0.97225416
B_cEXT_LOW_003,cEXT,LOW,0.8061236,0.55628985,0.8578382,0.5998227,0.7219031
B_cEXT_LOW_002,cEXT,LOW,0.74409723,0.4908666,0.695919,0.66585004,0.9310556
B_cEXT_LOW_004,cEXT,LOW,0.74915415,0.7014052,0.68806225,0.63176614,0.6955978
B_cEXT_LOW_006,cEXT,LOW,0.52179205,0.50983095,0.56349516,0.55522394,0.9775547
B_cEXT_LOW_007,cEXT,LOW,0.6053376,0.36440927,0.82961226,0.76528364,0.8327332
B_cEXT_LOW_005,cEXT,LOW,0.71109635,0.82685137,0.5640928,0.5725655,0.96156913
B_cEXT_LOW_008,cEXT,LOW,0.44259635,0.60908073,0.74065465,0.5822488,0.6955866
B_cEXT_LOW_009,cEXT,LOW,0.8362696,0.47810274,0.85599357,0.66934043,0.70219266
B_cEXT_LOW_013,cEXT,LOW,0.6347146,0.6304015,0.3550087,0.5604913,0.91429806
B_cEXT_LOW_012,cEXT,LOW,0.6854127,0.73459655,0.602773,0.5018818,0.90358055
B_cEXT_LOW_011,cEXT,LOW,0.633346,0.5987892,0.6890553,0.55216867,0.9155826
B_cEXT_LOW_010,cEXT,LOW,0.8159387,0.49806216,0.8539654,0.34708568,0.80359757
B_cEXT_LOW_014,cEXT,LOW,0.4992788,0.7133074,0.6900588,0.40102705,0.9010167
B_cEXT_LOW_015,cEXT,LOW,0.79029614,0.42948008,0.8115029,0.7651229,0.9715056
B_cEXT_LOW_017,cEXT,LOW,0.71669734,0.49783978,0.8287323,0.4297951,0.8794073
B_cEXT_LOW_016,cEXT,LOW,0.68987894,0.46273428,0.5754332,0.40828186,0.9271881
B_cEXT_LOW_018,cEXT,LOW,0.6817532,0.5914386,0.53156537,0.49746516,0.86234087
B_cEXT_LOW_020,cEXT,LOW,0.52114594,0.5230318,0.6570403,0.49729538,0.98097277
B_cEXT_LOW_019,cEXT,LOW,0.67115206,0.7159079,0.5392586,0.40587366,0.8362928
B_cEXT_LOW_021,cEXT,LOW,0.5801913,0.8842128,0.5435584,0.59748167,0.9465348
B_cEXT_LOW_023,cEXT,LOW,0.78540766,0.55971545,0.6851009,0.7032142,0.8204969
B_cEXT_LOW_022,cEXT,LOW,0.64903283,0.8014277,0.8440903,0.517395,0.91127324
B_cEXT_LOW_025,cEXT,LOW,0.65181077,0.35697165,0.7001922,0.5005993,0.94208264
B_cEXT_LOW_024,cEXT,LOW,0.8121959,0.49640793,0.57153624,0.69970757,0.9773909
B_cEXT_LOW_026,cEXT,LOW,0.40173408,0.41368374,0.6162311,0.24936427,0.95356864
B_cEXT_LOW_027,cEXT,LOW,0.8373946,0.66702235,0.6786907,0.7839213,0.93136925
B_cEXT_LOW_028,cEXT,LOW,0.6258584,0.363286,0.70416635,0.5653661,0.97950006
B_cEXT_LOW_029,cEXT,LOW,0.72126406,0.6505497,0.88109475,0.7324097,0.9146759
B_cEXT_LOW_031,cEXT,LOW,0.72233677,0.34374824,0.85591227,0.44171342,0.9816506
B_cEXT_LOW_030,cEXT,LOW,0.69282776,0.2510717,0.82023746,0.38077402,0.9745395
B_cEXT_LOW_032,cEXT,LOW,0.65428066,0.3822448,0.6912004,0.6726669,0.93442905
B_cEXT_LOW_033,cEXT,LOW,0.8625481,0.52516156,0.6714902,0.7817962,0.96869636
B_cEXT_LOW_034,cEXT,LOW,0.59181786,0.6939898,0.55502546,0.6612645,0.7989935
B_cEXT_LOW_035,cEXT,LOW,0.48390424,0.7211384,0.4862155,0.5690413,0.9316452
B_cEXT_LOW_037,cEXT,LOW,0.6717676,0.7404142,0.665442,0.49022165,0.8908864
B_cEXT_LOW_036,cEXT,LOW,0.5975112,0.8078073,0.623846,0.5465881,0.787091
B_cEXT_LOW_039,cEXT,LOW,0.6031482,0.35346454,0.8622961,0.44537368,0.97485596
B_cEXT_LOW_040,cEXT,LOW,0.6027584,0.4065377,0.72470397,0.40425438,0.967161
B_cEXT_LOW_038,cEXT,LOW,0.69662917,0.5096188,0.6523208,0.602922,0.89961565
B_cEXT_LOW_041,cEXT,LOW,0.75050634,0.5508024,0.44020334,0.4743622,0.9006047
B_cEXT_LOW_042,cEXT,LOW,0.8192925,0.33254328,0.64203405,0.67702764,0.9482088
B_cEXT_LOW_043,cEXT,LOW,0.9294247,0.4409536,0.72529864,0.7048427,0.9708854
B_cEXT_LOW_045,cEXT,LOW,0.65136135,0.8305287,0.5575512,0.5335117,0.8567576
B_cEXT_LOW_044,cEXT,LOW,0.91369754,0.55281055,0.4107078,0.5494985,0.9118574
B_cEXT_LOW_046,cEXT,LOW,0.6963086,0.7346919,0.73843366,0.4533265,0.86794037
B_cEXT_LOW_047,cEXT,LOW,0.6365062,0.8525913,0.5255973,0.37812105,0.76934445
B_cEXT_LOW_048,cEXT,LOW,0.8187618,0.25082245,0.82820815,0.68234026,0.9664413
B_cEXT_LOW_049,cEXT,LOW,0.5208739,0.7882409,0.5591755,0.6720984,0.93900007
B_cEXT_LOW_050,cEXT,LOW,0.6371679,0.8078823,0.67116064,0.44805732,0.8791518
B_cEXT_LOW_051,cEXT,LOW,0.7472762,0.10006839,0.91949326,0.6581508,0.98233646
B_cEXT_LOW_052,cEXT,LOW,0.6497154,0.61334133,0.5756986,0.67988145,0.7579553
B_cEXT_LOW_053,cEXT,LOW,0.7795586,0.56850827,0.6594229,0.6763859,0.8830475
B_cEXT_LOW_056,cEXT,LOW,0.77805024,0.4563404,0.43885207,0.56376886,0.82454276
B_cEXT_LOW_054,cEXT,LOW,0.72440094,0.56868505,0.90839744,0.6762146,0.8270831
B_cEXT_LOW_057,cEXT,LOW,0.793941,0.76953113,0.5432275,0.506348,0.7451293
B_cEXT_LOW_055,cEXT,LOW,0.6039639,0.66338354,0.49471027,0.32442963,0.9527322
B_cEXT_LOW_058,cEXT,LOW,0.7355661,0.65926754,0.7269246,0.5406318,0.6899513
B_cEXT_LOW_060,cEXT,LOW,0.7463448,0.76102525,0.7949586,0.61570203,0.9557834
B_cEXT_LOW_062,cEXT,LOW,0.743752,0.79990005,0.7704618,0.23479891,0.83110845
B_cEXT_LOW_064,cEXT,LOW,0.74513817,0.3716771,0.62185127,0.467762,0.9814119
B_cEXT_LOW_061,cEXT,LOW,0.7112099,0.7278479,0.44569182,0.6123954,0.9114242
B_cEXT_LOW_063,cEXT,LOW,0.7243803,0.613981,0.6852285,0.4301851,0.8690908
B_cEXT_LOW_065,cEXT,LOW,0.84804004,0.24098904,0.7880962,0.6757278,0.98910296
B_cEXT_LOW_066,cEXT,LOW,0.6309263,0.31460255,0.7334392,0.75821686,0.9841958
B_cEXT_LOW_059,cEXT,LOW,0.74862874,0.4293753,0.82100546,0.49177688,0.9446748
B_cEXT_LOW_067,cEXT,LOW,0.7849835,0.66883314,0.6402733,0.70908386,0.9908285
B_cEXT_LOW_068,cEXT,LOW,0.8292802,0.6208975,0.5275142,0.54840297,0.8885107
B_cEXT_LOW_069,cEXT,LOW,0.66109234,0.4607077,0.70608616,0.6024244,0.8371697
B_cEXT_LOW_073,cEXT,LOW,0.6888764,0.407569,0.7253004,0.8049394,0.9489556
B_cEXT_LOW_072,cEXT,LOW,0.7442257,0.35807687,0.7901355,0.67749465,0.9493479
B_cEXT_LOW_071,cEXT,LOW,0.7561366,0.70211905,0.5859469,0.5644472,0.9566371
B_cEXT_LOW_070,cEXT,LOW,0.69876873,0.53359807,0.45111695,0.7707341,0.9078348
B_cEXT_LOW_074,cEXT,LOW,0.737027,0.54024726,0.70474994,0.6882701,0.8917375
B_cEXT_LOW_075,cEXT,LOW,0.9181897,0.24623309,0.9427353,0.6556641,0.96227914
B_cEXT_LOW_076,cEXT,LOW,0.68328816,0.5258439,0.6547755,0.35951772,0.74526906
B_cEXT_LOW_077,cEXT,LOW,0.65625674,0.6974238,0.59046525,0.56576973,0.93983287
B_cEXT_LOW_079,cEXT,LOW,0.43257698,0.7429228,0.62240386,0.3369873,0.97937906
B_cEXT_LOW_078,cEXT,LOW,0.83754367,0.6369301,0.6808426,0.51942784,0.95635384
B_cEXT_LOW_080,cEXT,LOW,0.53970325,0.8766891,0.7350639,0.56750685,0.89532757
B_cEXT_LOW_081,cEXT,LOW,0.8253186,0.41640496,0.76446563,0.67597365,0.9906741
B_cEXT_LOW_082,cEXT,LOW,0.9036452,0.46701613,0.540742,0.6500997,0.92096484
B_cEXT_LOW_083,cEXT,LOW,0.7468845,0.33122757,0.7717597,0.44957745,0.946328
B_cEXT_LOW_084,cEXT,LOW,0.86706746,0.49197266,0.6628643,0.67381585,0.9057094
B_cEXT_LOW_085,cEXT,LOW,0.6359682,0.46243754,0.7421931,0.6400029,0.9853087
B_cEXT_LOW_086,cEXT,LOW,0.6515024,0.44053698,0.75531065,0.55615854,0.98307854
B_cEXT_LOW_087,cEXT,LOW,0.54015714,0.41746548,0.66309047,0.6187578,0.9605876
B_cEXT_LOW_089,cEXT,LOW,0.8746937,0.48536623,0.38889736,0.6002565,0.9355052
B_cEXT_LOW_088,cEXT,LOW,0.5485666,0.638025,0.50304437,0.70548505,0.87981755
B_cEXT_LOW_090,cEXT,LOW,0.49402454,0.6840813,0.7462812,0.6516775,0.97951907
B_cEXT_LOW_091,cEXT,LOW,0.5415086,0.5712197,0.4065925,0.61065376,0.9067043
B_cEXT_LOW_092,cEXT,LOW,0.5834966,0.72013986,0.7609794,0.52417463,0.90736866
B_cEXT_LOW_093,cEXT,LOW,0.59361243,0.8571568,0.51754254,0.5117368,0.91020364
B_cEXT_LOW_094,cEXT,LOW,0.8081452,0.5647234,0.71160775,0.78443986,0.905088
B_cEXT_LOW_096,cEXT,LOW,0.8199408,0.25614384,0.65925205,0.36972997,0.9709382
B_cEXT_LOW_095,cEXT,LOW,0.611898,0.3812517,0.61068875,0.21327849,0.9855524
B_cEXT_LOW_097,cEXT,LOW,0.906193,0.16606948,0.8780517,0.78709245,0.9921172
B_cEXT_LOW_098,cEXT,LOW,0.7423903,0.40906048,0.78140694,0.4569872,0.92585003
B_cEXT_LOW_099,cEXT,LOW,0.66524315,0.6868677,0.5050466,0.63890606,0.78944534
B_cEXT_LOW_100,cEXT,LOW,0.39390305,0.53478676,0.4772613,0.55430096,0.9662837
B_cEXT_LOW_102,cEXT,LOW,0.73363024,0.55383,0.73445207,0.5209928,0.88178355
B_cEXT_LOW_103,cEXT,LOW,0.7039672,0.67710084,0.6128477,0.5091727,0.8215982
B_cEXT_LOW_104,cEXT,LOW,0.76699376,0.20042974,0.82031983,0.87099135,0.9807695
B_cEXT_LOW_105,cEXT,LOW,0.77018,0.58882374,0.85139126,0.7086298,0.9848164
B_cEXT_LOW_101,cEXT,LOW,0.534477,0.8263289,0.7178742,0.56359136,0.80571306
B_cEXT_LOW_106,cEXT,LOW,0.6744481,0.5952496,0.4298431,0.4032351,0.94663393
B_cEXT_LOW_107,cEXT,LOW,0.61247164,0.51673466,0.65711355,0.39009473,0.86793613
B_cEXT_LOW_108,cEXT,LOW,0.5269555,0.5089806,0.4411987,0.20511647,0.8956869
B_cEXT_LOW_112,cEXT,LOW,0.82509786,0.1888545,0.75792575,0.5868245,0.9572056
B_cEXT_LOW_109,cEXT,LOW,0.5747873,0.64724946,0.5439518,0.16764182,0.86967903
B_cEXT_LOW_110,cEXT,LOW,0.7714291,0.5680141,0.69844764,0.3122194,0.94042206
B_cEXT_LOW_111,cEXT,LOW,0.71834886,0.45948893,0.6110744,0.3491153,0.9378127
B_cEXT_LOW_113,cEXT,LOW,0.78042734,0.349487,0.6199751,0.61769307,0.8937565
B_cEXT_LOW_114,cEXT,LOW,0.59852374,0.60445106,0.68386227,0.6672757,0.7171269
B_cEXT_LOW_116,cEXT,LOW,0.67767125,0.4972241,0.83999103,0.48149633,0.9624522
B_cEXT_LOW_115,cEXT,LOW,0.78323054,0.47812432,0.6051479,0.62422174,0.7707511
B_cEXT_LOW_117,cEXT,LOW,0.8018559,0.51575726,0.52099115,0.24629174,0.81196266
B_cEXT_LOW_119,cEXT,LOW,0.66785973,0.36823317,0.69152427,0.57895285,0.96286327
B_cEXT_LOW_120,cEXT,LOW,0.5674551,0.7499085,0.49673146,0.5620049,0.92846704
B_cEXT_LOW_118,cEXT,LOW,0.6382369,0.4833914,0.7575932,0.668825,0.955561
B_cEXT_LOW_121,cEXT,LOW,0.8292988,0.6545586,0.6707292,0.66835725,0.8899835
B_cEXT_LOW_123,cEXT,LOW,0.58874005,0.58658606,0.3894453,0.5036712,0.8440427
B_cEXT_LOW_122,cEXT,LOW,0.76970667,0.5338403,0.81915784,0.4644352,0.801021
B_cEXT_LOW_124,cEXT,LOW,0.6929157,0.774061,0.5481904,0.6833027,0.79948884
B_cNEU_HIGH_001,cNEU,HIGH,0.73557466,0.8141009,0.44963086,0.58270746,0.56723964
B_cNEU_HIGH_000,cNEU,HIGH,0.46519673,0.85188043,0.7649223,0.49848622,0.35061985
B_cNEU_HIGH_003,cNEU,HIGH,0.37752476,0.5271394,0.5474133,0.5823045,0.3727108
B_cNEU_HIGH_002,cNEU,HIGH,0.4054345,0.6270096,0.6003124,0.4689836,0.22271276
B_cNEU_HIGH_005,cNEU,HIGH,0.6469438,0.7103188,0.6668713,0.64661473,0.29373774
B_cNEU_HIGH_007,cNEU,HIGH,0.38285866,0.81508946,0.44485313,0.5769243,0.3337459
B_cNEU_HIGH_006,cNEU,HIGH,0.6038004,0.7797584,0.4886301,0.3634101,0.22158259
B_cNEU_HIGH_004,cNEU,HIGH,0.7123196,0.65454715,0.5502156,0.35662782,0.70851845
B_cNEU_HIGH_009,cNEU,HIGH,0.82823515,0.53538376,0.86134326,0.61233157,0.5668589
B_cNEU_HIGH_008,cNEU,HIGH,0.8620976,0.80072975,0.7755563,0.7170834,0.36116728
B_cNEU_HIGH_010,cNEU,HIGH,0.6983424,0.8678266,0.7752745,0.7227951,0.19495925
B_cNEU_HIGH_011,cNEU,HIGH,0.7519486,0.79301727,0.6117684,0.6790996,0.13702476
B_cNEU_HIGH_018,cNEU,HIGH,0.5888774,0.82543933,0.76397306,0.8029141,0.1212378
