trait,feature,condition,n,mean,std
conscientiousness,ttr,low,325,0.7589209194593511,0.03354759222805614
conscientiousness,pron_i,humans,290,0.08840092015576799,0.05089711109356421
conscientiousness,pron_i,high,325,0.09133519208129158,0.040280243237455444
conscientiousness,pron_i,low,325,0.10576167689065158,0.03249624905345317
conscientiousness,pron_we,humans,290,0.009420905379561454,0.021744214356773046
conscientiousness,pron_we,high,325,0.02397584631806896,0.0290789467839063
conscientiousness,pron_we,low,325,0.019383550549325494,0.02718149307015084
conscientiousness,pron_you,humans,290,0.008158843645790292,0.017718903354237724
conscientiousness,pron_you,high,325,3.2733224222585926e-05,0.0005891980360065466
conscientiousness,pron_you,low,325,0.00016200146084178622,0.0012962507886572518
conscientiousness,pron_3p,humans,290,0.015865465143340203,0.023623990102287863
conscientiousness,pron_3p,high,325,0.016576533365033858,0.02131466687876002
conscientiousness,pron_3p,low,325,0.02248082211899259,0.017821058054805855
conscientiousness,negation,humans,290,0.003851538623951105,0.010542790078554442
conscientiousness,negation,high,325,0.004533616592399482,0.005816785400363513
conscientiousness,negation,low,325,0.002076028383604711,0.004657877179926895
conscientiousness,q_rate,humans,290,0.003940886699507389,0.0310612954434022
conscientiousness,q_rate,high,325,0.0,0.0
conscientiousness,q_rate,low,325,0.006128205128205128,0.033028228915965865
conscientiousness,excl_rate,humans,290,0.0004310344827586207,0.007327586206896552
conscientiousness,excl_rate,high,325,0.00882051282051282,0.03827695740179271
conscientiousness,excl_rate,low,325,0.06835897435897435,0.11321478642441686
conscientiousness,emo_anger,humans,290,0.0,0.0
conscientiousness,emo_anger,high,325,0.0,0.0
conscientiousness,emo_anger,low,325,0.0,0.0
conscientiousness,emo_anticipation,humans,290,0.0,0.0
conscientiousness,emo_anticipation,high,325,0.0,0.0
conscientiousness,emo_anticipation,low,325,0.0,0.0
conscientiousness,emo_disgust,humans,290,0.0,0.0
conscientiousness,emo_disgust,high,325,0.0,0.0
conscientiousness,emo_disgust,low,325,0.0,0.0
conscientiousness,emo_fear,humans,290,0.0,0.0
conscientiousness,emo_fear,high,325,0.0,0.0
conscientiousness,emo_fear,low,325,0.0,0.0
conscientiousness,emo_joy,humans,290,0.0,0.0
conscientiousness,emo_joy,high,325,0.0,0.0
conscientiousness,emo_joy,low,325,0.0,0.0
conscientiousness,emo_sadness,humans,290,0.0,0.0
conscientiousness,emo_sadness,high,325,0.0,0.0
conscientiousness,emo_sadness,low,325,0.0,0.0
conscientiousness,emo_surprise,humans,290,0.0,0.0
conscientiousness,emo_surprise,high,325,0.0,0.0
conscientiousness,emo_surprise,low,325,0.0,0.0
conscientiousness,emo_trust,humans,290,0.0,0.0
conscientiousness,emo_trust,high,325,0.0,0.0
conscientiousness,emo_trust,low,325,0.0,0.0
conscientiousness,emo_positive,humans,290,0.0,0.0
conscientiousness,emo_positive,high,325,0.0,0.0
conscientiousness,emo_positive,low,325,0.0,0.0
conscientiousness,emo_negative,humans,290,0.0,0.0
conscientiousness,emo_negative,high,325,0.0,0.0
conscientiousness,emo_negative,low,325,0.0,0.0
extraversion,word_count_log,humans,290,4.100727503823387,0.6884188475601491
extraversion,word_count_log,high,325,4.490837319266381,0.04487959442530101
extraversion,word_count_log,low,325,4.492020609841297,0.047651425482382326
extraversion,avg_sentence_len,humans,290,23.119287455839178,20.698506456731604
extraversion,avg_sentence_len,high,325,16.222190476190477,2.62866753991619
extraversion,avg_sentence_len,low,325,17.703443223443223,2.50139875158278
extraversion,avg_word_len,humans,290,4.45933372669875,0.5366935754348493
extraversion,avg_word_len,high,325,4.967567988189207,0.3274165549111424
extraversion,avg_word_len,low,325,4.817905514676205,0.3002599421080134
extraversion,ttr,humans,290,0.7173321332624868,0.13171204305393133
extraversion,ttr,high,325,0.7750969105117161,0.03594294661831621
extraversion,ttr,low,325,0.7680724049519276,0.035882367304508986
extraversion,pron_i,humans,290,0.08840092015576799,0.05089711109356421
extraversion,pron_i,high,325,0.08181952105307165,0.03550597885367755
extraversion,pron_i,low,325,0.10709531045883447,0.03536447819906804
extraversion,pron_we,humans,290,0.009420905379561454,0.021744214356773046
extraversion,pron_we,high,325,0.024675110814154348,0.027498856590142395
extraversion,pron_we,low,325,0.016711103891823814,0.023976710566695893
extraversion,pron_you,humans,290,0.008158843645790292,0.017718903354237724
extraversion,pron_you,high,325,0.00030245273407585494,0.002157631946834471
extraversion,pron_you,low,325,0.0,0.0
extraversion,pron_3p,humans,290,0.015865465143340203,0.023623990102287863
extraversion,pron_3p,high,325,0.0212825926170002,0.023743671033606115
extraversion,pron_3p,low,325,0.020665877644034318,0.02184683039310416
extraversion,negation,humans,290,0.003851538623951105,0.010542790078554442
extraversion,negation,high,325,0.003304216994355583,0.0056097337178901245
extraversion,negation,low,325,0.002825490152787655,0.004977907247849998
extraversion,q_rate,humans,290,0.003940886699507389,0.0310612954434022
extraversion,q_rate,high,325,0.0,0.0
extraversion,q_rate,low,325,0.0,0.0
extraversion,excl_rate,humans,290,0.0004310344827586207,0.007327586206896552
extraversion,excl_rate,high,325,0.16036996336996337,0.140951156011218
extraversion,excl_rate,low,325,0.004571428571428572,0.027213749718313914
extraversion,emo_anger,humans,290,0.0,0.0
extraversion,emo_anger,high,325,0.0,0.0
extraversion,emo_anger,low,325,0.0,0.0
extraversion,emo_anticipation,humans,290,0.0,0.0
extraversion,emo_anticipation,high,325,0.0,0.0
extraversion,emo_anticipation,low,325,0.0,0.0
extraversion,emo_disgust,humans,290,0.0,0.0
extraversion,emo_disgust,high,325,0.0,0.0
extraversion,emo_disgust,low,325,0.0,0.0
extraversion,emo_fear,humans,290,0.0,0.0
extraversion,emo_fear,high,325,0.0,0.0
extraversion,emo_fear,low,325,0.0,0.0
extraversion,emo_joy,humans,290,0.0,0.0
extraversion,emo_joy,high,325,0.0,0.0
extraversion,emo_joy,low,325,0.0,0.0
extraversion,emo_sadness,humans,290,0.0,0.0
extraversion,emo_sadness,high,325,0.0,0.0
extraversion,emo_sadness,low,325,0.0,0.0
extraversion,emo_surprise,humans,290,0.0,0.0
extraversion,emo_surprise,high,325,0.0,0.0
extraversion,emo_surprise,low,325,0.0,0.0
extraversion,emo_trust,humans,290,0.0,0.0
extraversion,emo_trust,high,325,0.0,0.0
extraversion,emo_trust,low,325,0.0,0.0
extraversion,emo_positive,humans,290,0.0,0.0
extraversion,emo_positive,high,325,0.0,0.0
extraversion,emo_positive,low,325,0.0,0.0
extraversion,emo_negative,humans,290,0.0,0.0
extraversion,emo_negative,high,325,0.0,0.0
extraversion,emo_negative,low,325,0.0,0.0
agreeableness,word_count_log,humans,290,4.100727503823387,0.6884188475601491
agreeableness,word_count_log,high,325,4.485909131471518,0.04546057477737833
agreeableness,word_count_log,low,325,4.500716085413422,0.049874529446264505
agreeableness,avg_sentence_len,humans,290,23.119287455839178,20.698506456731604
agreeableness,avg_sentence_len,high,325,16.610003663003663,2.329965937669475
agreeableness,avg_sentence_len,low,325,16.940593406593408,2.2950962794647727
agreeableness,avg_word_len,humans,290,4.45933372669875,0.5366935754348493
agreeableness,avg_word_len,high,325,4.89359047779579,0.32473054909734644
agreeableness,avg_word_len,low,325,4.566193067030719,0.346357103882107
agreeableness,ttr,humans,290,0.7173321332624868,0.13171204305393133
agreeableness,ttr,high,325,0.7714399173270039,0.036652920504363355
agreeableness,ttr,low,325,0.7715971671076912,0.03637702801368898
agreeableness,pron_i,humans,290,0.08840092015576799,0.05089711109356421
agreeableness,pron_i,high,325,0.08135905522680194,0.039026849040893874
agreeableness,pron_i,low,325,0.09273595753850053,0.031196232238597146
agreeableness,pron_we,humans,290,0.009420905379561454,0.021744214356773046
agreeableness,pron_we,high,325,0.0270312572021215,0.031337368348905686
agreeableness,pron_we,low,325,0.013316132085422726,0.018485466127442857
agreeableness,pron_you,humans,290,0.008158843645790292,0.017718903354237724
agreeableness,pron_you,high,325,0.0003166273914231568,0.002080486930614442
agreeableness,pron_you,low,325,0.0025053434407989366,0.0062674402400431685
agreeableness,pron_3p,humans,290,0.015865465143340203,0.023623990102287863
agreeableness,pron_3p,high,325,0.02278091330084716,0.020921398926871344
agreeableness,pron_3p,low,325,0.032152591797722146,0.023414164608860616
agreeableness,negation,humans,290,0.003851538623951105,0.010542790078554442
agreeableness,negation,high,325,0.003312912079703406,0.005395466001365335
agreeableness,negation,low,325,0.0066573945937291,0.007957712255205567
agreeableness,q_rate,humans,290,0.003940886699507389,0.0310612954434022
agreeableness,q_rate,high,325,0.0006153846153846154,0.011076923076923078
agreeableness,q_rate,low,325,0.006564102564102564,0.033659782138277694
agreeableness,excl_rate,humans,290,0.0004310344827586207,0.007327586206896552
agreeableness,excl_rate,high,325,0.08819413919413918,0.12085208910758226
agreeableness,excl_rate,low,325,0.0,0.0
agreeableness,emo_anger,humans,290,0.0,0.0
agreeableness,emo_anger,high,325,0.0,0.0
agreeableness,emo_anger,low,325,0.0,0.0
agreeableness,emo_anticipation,humans,290,0.0,0.0
agreeableness,emo_anticipation,high,325,0.0,0.0
agreeableness,emo_anticipation,low,325,0.0,0.0
agreeableness,emo_disgust,humans,290,0.0,0.0
agreeableness,emo_disgust,high,325,0.0,0.0
agreeableness,emo_disgust,low,325,0.0,0.0
agreeableness,emo_fear,humans,290,0.0,0.0
agreeableness,emo_fear,high,325,0.0,0.0
agreeableness,emo_fear,low,325,0.0,0.0
agreeableness,emo_joy,humans,290,0.0,0.0
agreeableness,emo_joy,high,325,0.0,0.0
agreeableness,emo_joy,low,325,0.0,0.0
agreeableness,emo_sadness,humans,290,0.0,0.0
agreeableness,emo_sadness,high,325,0.0,0.0
agreeableness,emo_sadness,low,325,0.0,0.0
agreeableness,emo_surprise,humans,290,0.0,0.0
agreeableness,emo_surprise,high,325,0.0,0.0
agreeableness,emo_surprise,low,325,0.0,0.0
agreeableness,emo_trust,humans,290,0.0,0.0
agreeableness,emo_trust,high,325,0.0,0.0
agreeableness,emo_trust,low,325,0.0,0.0
agreeableness,emo_positive,humans,290,0.0,0.0
agreeableness,emo_positive,high,325,0.0,0.0
agreeableness,emo_positive,low,325,0.0,0.0
agreeableness,emo_negative,humans,290,0.0,0.0
agreeableness,emo_negative,high,325,0.0,0.0
agreeableness,emo_negative,low,325,0.0,0.0
neuroticism,word_count_log,humans,290,4.100727503823387,0.6884188475601491
neuroticism,word_count_log,high,325,4.521905158498476,0.04286447548986756
neuroticism,word_count_log,low,325,4.479598073035716,0.04663766516406615
neuroticism,avg_sentence_len,humans,290,23.119287455839178,20.698506456731604
neuroticism,avg_sentence_len,high,325,17.057709401709403,2.5570317881045663
neuroticism,avg_sentence_len,low,325,16.70686446886447,2.27933564165705
neuroticism,avg_word_len,humans,290,4.45933372669875,0.5366935754348493
neuroticism,avg_word_len,high,325,4.56906232301973,0.2932808018637157
neuroticism,avg_word_len,low,325,5.149466078990262,0.3359359428520856
neuroticism,ttr,humans,290,0.7173321332624868,0.13171204305393133
neuroticism,ttr,high,325,0.7589885218060411,0.033599423674937755
neuroticism,ttr,low,325,0.7775511989823031,0.03719214841614882
neuroticism,pron_i,humans,290,0.08840092015576799,0.05089711109356421
neuroticism,pron_i,high,325,0.11789069232703604,0.03031006685580895
neuroticism,pron_i,low,325,0.08338851557257862,0.04145287714306595
neuroticism,pron_we,humans,290,0.009420905379561454,0.021744214356773046
neuroticism,pron_we,high,325,0.016286249201029838,0.02306198109353123
neuroticism,pron_we,low,325,0.02426297033678805,0.030805488063303826
neuroticism,pron_you,humans,290,0.008158843645790292,0.017718903354237724
neuroticism,pron_you,high,325,0.00010194856406409295,0.0010569490721344598
neuroticism,pron_you,low,325,0.00014000492261361826,0.0015392598437893787
neuroticism,pron_3p,humans,290,0.015865465143340203,0.023623990102287863
neuroticism,pron_3p,high,325,0.024833290725976707,0.017945136425578417
neuroticism,pron_3p,low,325,0.01903616939769082,0.024245646773253613
neuroticism,negation,humans,290,0.003851538623951105,0.010542790078554442
neuroticism,negation,high,325,0.003280129804097151,0.006077844512065933
neuroticism,negation,low,325,0.004416683198609551,0.005834335537430032
neuroticism,q_rate,humans,290,0.003940886699507389,0.0310612954434022
neuroticism,q_rate,high,325,0.009043956043956042,0.0480448089498641
neuroticism,q_rate,low,325,0.0,0.0
neuroticism,excl_rate,humans,290,0.0004310344827586207,0.007327586206896552
neuroticism,excl_rate,high,325,0.03531990231990232,0.08273127473605632
neuroticism,excl_rate,low,325,0.011520146520146518,0.042458004868427955
neuroticism,emo_anger,humans,290,0.0,0.0
neuroticism,emo_anger,high,325,0.0,0.0
neuroticism,emo_anger,low,325,0.0,0.0
neuroticism,emo_anticipation,humans,290,0.0,0.0
neuroticism,emo_anticipation,high,325,0.0,0.0
neuroticism,emo_anticipation,low,325,0.0,0.0
neuroticism,emo_disgust,humans,290,0.0,0.0
neuroticism,emo_disgust,high,325,0.0,0.0
neuroticism,emo_disgust,low,325,0.0,0.0
neuroticism,emo_fear,humans,290,0.0,0.0
neuroticism,emo_fear,high,325,0.0,0.0
neuroticism,emo_fear,low,325,0.0,0.0
neuroticism,emo_joy,humans,290,0.0,0.0
neuroticism,emo_joy,high,325,0.0,0.0
neuroticism,emo_joy,low,325,0.0,0.0
neuroticism,emo_sadness,humans,290,0.0,0.0
neuroticism,emo_sadness,high,325,0.0,0.0
neuroticism,emo_sadness,low,325,0.0,0.0
neuroticism,emo_surprise,humans,290,0.0,0.0
neuroticism,emo_surprise,high,325,0.0,0.0
neuroticism,emo_surprise,low,325,0.0,0.0
neuroticism,emo_trust,humans,290,0.0,0.0
neuroticism,emo_trust,high,325,0.0,0.0
neuroticism,emo_trust,low,325,0.0,0.0
neuroticism,emo_positive,humans,290,0.0,0.0
neuroticism,emo_positive,high,325,0.0,0.0
neuroticism,emo_positive,low,325,0.0,0.0
neuroticism,emo_negative,humans,290,0.0,0.0
neuroticism,emo_negative,high,325,0.0,0.0
neuroticism,emo_negative,low,325,0.0,0.0
