trait,condition,token,mean_tfidf,discriminating_score,rank
cEXT,low,back into,0.09387843296688136,0.09387843296688136,12
cEXT,low,places,0.09189941961748505,0.09189941961748505,13
cEXT,low,thought of,0.0900789038126767,0.0900789038126767,14
cEXT,low,noise,0.08397742571865202,0.08397742571865202,15
cEXT,low,often,0.08144767588255354,0.08144767588255354,16
cEXT,low,knowing,0.079171347115091,0.079171347115091,17
cEXT,low,small,0.076134268313328,0.076134268313328,18
cEXT,low,feels,0.0760257617539427,0.0760257617539427,19
cEXT,low,turn,0.0703132414373376,0.0703132414373376,20
cNEU,humans,was,0.02840368987066619,0.02840368987066619,1
cNEU,humans,now,0.026691818894963294,0.026691818894963294,2
cNEU,humans,he,0.026064247756511384,0.026064247756511384,3
cNEU,humans,because,0.02549951075058728,0.02549951075058728,4
cNEU,humans,would,0.024253106600346356,0.024253106600346356,5
cNEU,humans,am,0.031139759926994352,0.02355125765800774,6
cNEU,humans,it is,0.021505078415551365,0.021505078415551365,7
cNEU,humans,good,0.020764694873438124,0.020764694873438124,8
cNEU,humans,had,0.02060086998397373,0.02060086998397373,9
cNEU,humans,to do,0.02028082559775055,0.02028082559775055,10
cNEU,humans,been,0.019792979603798132,0.019792979603798132,11
cNEU,humans,him,0.018963448189400645,0.018963448189400645,12
cNEU,humans,could,0.01872192559715424,0.01872192559715424,13
cNEU,humans,class,0.018468256125212124,0.018468256125212124,14
cNEU,humans,only,0.018181005229748977,0.018181005229748977,15
cNEU,humans,really,0.030146121878499643,0.018104076867597824,16
cNEU,humans,to go,0.017979846016929722,0.017979846016929722,17
cNEU,humans,know,0.025470564741033007,0.017882062472046396,18
cNEU,humans,very,0.017826801889095,0.017826801889095,19
cNEU,humans,hope,0.017806701160445634,0.017806701160445634,20
cNEU,high,what if,0.1877598353955048,0.1877598353955048,1
cNEU,high,anxious,0.09872291964576009,0.09872291964576009,2
cNEU,high,about being,0.09550805047971009,0.09550805047971009,3
cNEU,high,should probably,0.09272320413761578,0.09272320413761578,4
cNEU,high,at time,0.08806946324249391,0.08806946324249391,5
cNEU,high,how do,0.08426708006844663,0.08426708006844663,6
cNEU,high,why can,0.08259775993858949,0.08259775993858949,7
cNEU,high,living in,0.08259775993858949,0.08259775993858949,8
cNEU,high,feels like,0.08259775993858949,0.08259775993858949,9
cNEU,high,to ask,0.08105221090239663,0.08105221090239663,10
cNEU,high,it hard,0.08105221090239663,0.08105221090239663,11
cNEU,high,it too,0.07700301575821136,0.07700301575821136,12
cNEU,high,do they,0.07700301575821136,0.07700301575821136,13
cNEU,high,if she,0.07700301575821136,0.07700301575821136,14
cNEU,high,it like,0.0758109559992775,0.0758109559992775,15
cNEU,high,but what,0.07361362366518046,0.07361362366518046,16
cNEU,high,just want,0.07259608683322749,0.07259608683322749,17
cNEU,high,eat,0.0714550817914394,0.0714550817914394,18
cNEU,high,due,0.06981124049113316,0.06981124049113316,19
cNEU,high,if can,0.06981124049113316,0.06981124049113316,20
cNEU,low,leaves,0.14061926315900802,0.14061926315900802,1
cNEU,low,coffee,0.13942146409894762,0.13942146409894762,2
cNEU,low,moment,0.12096020204138046,0.12096020204138046,3
cNEU,low,of life,0.12002860886109344,0.12002860886109344,4
cNEU,low,table,0.1178203715622947,0.1178203715622947,5
cNEU,low,moments,0.11345073610580796,0.11345073610580796,6
cNEU,low,space,0.11339989875048151,0.11339989875048151,7
cNEU,low,can feel,0.10975626196868794,0.10975626196868794,8
cNEU,low,perfectly,0.1065559629035282,0.1065559629035282,9
cNEU,low,notes,0.10373309906983237,0.10373309906983237,10
cNEU,low,calm,0.10373309906983237,0.10373309906983237,11
cNEU,low,small,0.09943795456317886,0.09943795456317886,12
cNEU,low,step,0.09892369637829973,0.09892369637829973,13
cNEU,low,itself,0.09314385173043262,0.09314385173043262,14
cNEU,low,each,0.09036699598346362,0.09036699598346362,15
cNEU,low,around me,0.08994355266527286,0.08994355266527286,16
cNEU,low,self,0.084595551085784,0.084595551085784,17
cNEU,low,reminds me,0.08124592666611034,0.08124592666611034,18
cNEU,low,reminds,0.07924754950629515,0.07924754950629515,19
cNEU,low,me of,0.07924754950629515,0.07924754950629515,20
cAGR,humans,now,0.026690683915328754,0.026690683915328754,1
cAGR,humans,he,0.026072498918271684,0.026072498918271684,2
cAGR,humans,because,0.025521310384209666,0.025521310384209666,3
cAGR,humans,she,0.024743630564496598,0.024743630564496598,4
cAGR,humans,will,0.024423765677700507,0.024423765677700507,5
cAGR,humans,go,0.023923416696296378,0.023923416696296378,6
cAGR,humans,am,0.03116381887397569,0.02361079694341152,7
cAGR,humans,her,0.02209690289192509,0.02209690289192509,8
cAGR,humans,it is,0.02150906459076174,0.02150906459076174,9
cAGR,humans,going to,0.021123870804785366,0.021123870804785366,10
cAGR,humans,more,0.020630110073935108,0.020630110073935108,11
cAGR,humans,had,0.02059517956795098,0.02059517956795098,12
cAGR,humans,need,0.019855578764141627,0.019855578764141627,13
cAGR,humans,school,0.01917337259386859,0.01917337259386859,14
cAGR,humans,him,0.01895497026358669,0.01895497026358669,15
cAGR,humans,things,0.018918992567129173,0.018918992567129173,16
cAGR,humans,to go,0.017977459525513616,0.017977459525513616,17
cAGR,humans,no,0.017927562244761466,0.017927562244761466,18
cAGR,humans,very,0.01784349828605378,0.01784349828605378,19
cAGR,humans,of my,0.017822575993002302,0.017822575993002302,20
cAGR,high,isn it,0.1465065069329081,0.1465065069329081,1
cAGR,high,moment,0.10476539472674215,0.10476539472674215,2
cAGR,high,sharing,0.09826133678330273,0.09826133678330273,3
cAGR,high,then there,0.09826133678330273,0.09826133678330273,4
cAGR,high,stories,0.09826133678330273,0.09826133678330273,5
cAGR,high,around me,0.09655680517451638,0.09655680517451638,6
cAGR,high,like we,0.09506149886346604,0.09506149886346604,7
cAGR,high,way the,0.09506149886346604,0.09506149886346604,8
cAGR,high,balance,0.09506149886346604,0.09506149886346604,9
cAGR,high,connection,0.09228967317909437,0.09228967317909437,10
cAGR,high,the moment,0.08984474965213286,0.08984474965213286,11
cAGR,high,experiences,0.08567925585438024,0.08567925585438024,12
cAGR,high,and how,0.08406525715417197,0.08406525715417197,13
cAGR,high,share,0.0838730860479245,0.0838730860479245,14
cAGR,high,simple,0.0838730860479245,0.0838730860479245,15
cAGR,high,sometimes it,0.0838730860479245,0.0838730860479245,16
cAGR,high,the air,0.08221157088946267,0.08221157088946267,17
cAGR,high,space,0.07924110389992249,0.07924110389992249,18
cAGR,high,the good,0.07924110389992249,0.07924110389992249,19
cAGR,high,isn,0.07885939945239569,0.07885939945239569,20
cAGR,low,shallow,0.10953739365432395,0.10953739365432395,1
cAGR,low,like they,0.0990648925988838,0.0990648925988838,2
cAGR,low,don they,0.0990648925988838,0.0990648925988838,3
cAGR,low,each other,0.09708294492262574,0.09708294492262574,4
cAGR,low,the truth,0.09003042241953375,0.09003042241953375,5
cAGR,low,social,0.09003042241953375,0.09003042241953375,6
cAGR,low,ideas,0.08824693121131345,0.08824693121131345,7
cAGR,low,truth,0.08659567626708704,0.08659567626708704,8
cAGR,low,honestly,0.08505839469199696,0.08505839469199696,9
cAGR,low,half,0.08049260451342774,0.08049260451342774,10
cAGR,low,to play,0.07979124019843553,0.07979124019843553,11
cAGR,low,everyone else,0.07979124019843553,0.07979124019843553,12
cAGR,low,and if,0.07864833608837007,0.07864833608837007,13
cAGR,low,what you,0.07553419611591264,0.07553419611591264,14
cAGR,low,behind,0.07280240242833652,0.07280240242833652,15
cAGR,low,couldn,0.0703692516414119,0.0703692516414119,16
cAGR,low,busy,0.06961386590902002,0.06961386590902002,17
cAGR,low,feelings,0.06961386590902002,0.06961386590902002,18
cAGR,low,if you,0.0674901887787034,0.0674901887787034,19
cAGR,low,sucks,0.06682501266379814,0.06682501266379814,20
cCON,humans,he,0.026057530083138245,0.026057530083138245,1
cCON,humans,you,0.025416364131020802,0.025416364131020802,2
cCON,humans,have,0.0367566224621028,0.02254186017308113,3
cCON,humans,am,0.031144994380622848,0.022519829280805904,4
cCON,humans,much,0.022131590441349026,0.022131590441349026,5
cCON,humans,don,0.028488087809214788,0.021607328906498177,6
cCON,humans,well,0.02141366155588766,0.02141366155588766,7
cCON,humans,some,0.021136421378555665,0.021136421378555665,8
cCON,humans,been,0.019795907854387645,0.019795907854387645,9
cCON,humans,see,0.019084247270870505,0.019084247270870505,10
cCON,humans,him,0.01895225814489924,0.01895225814489924,11
cCON,humans,could,0.018729613223991422,0.018729613223991422,12
cCON,humans,guess,0.01792521209824795,0.01792521209824795,13
cCON,humans,very,0.017825118002818045,0.017825118002818045,14
cCON,humans,hope,0.017806043222138856,0.017806043222138856,15
cCON,humans,minutes,0.01751254520705678,0.01751254520705678,16
cCON,humans,when,0.024054054722809682,0.017145423024868545,17
cCON,humans,though,0.016945310984229196,0.016945310984229196,18
cCON,humans,make,0.016815790125405586,0.016815790125405586,19
cCON,humans,got,0.01681547008642694,0.01681547008642694,20
cCON,high,help but,0.11636359170480433,0.11636359170480433,1
cCON,high,confusion,0.11220942564129381,0.11220942564129381,2
cCON,high,balance,0.10855537424240096,0.10855537424240096,3
cCON,high,sarah,0.10855537424240096,0.10855537424240096,4
cCON,high,afford,0.10855537424240096,0.10855537424240096,5
cCON,high,the moment,0.10259811320890526,0.10259811320890526,6
cCON,high,can help,0.09715057222656323,0.09715057222656323,7
cCON,high,the more,0.09577877851341897,0.09577877851341897,8
cCON,high,list,0.09577877851341897,0.09577877851341897,9
cCON,high,group,0.09212472711452611,0.09212472711452611,10
cCON,high,meeting,0.09083038282826274,0.09083038282826274,11
cCON,high,ready to,0.08895944381793267,0.08895944381793267,12
cCON,high,missed,0.08895944381793267,0.08895944381793267,13
cCON,high,through the,0.1289501350786545,0.0877276603775223,14
cCON,high,across,0.08616746608103042,0.08616746608103042,15
cCON,high,often,0.08488583433124967,0.08488583433124967,16
cCON,high,waiting,0.08488583433124967,0.08488583433124967,17
cCON,high,that not,0.08251341468213756,0.08251341468213756,18
cCON,high,ready,0.08141068501271487,0.08141068501271487,19
cCON,high,it doesn,0.08035698206837998,0.08035698206837998,20
cCON,low,was it,0.13700327195292747,0.13700327195292747,1
cCON,low,essay,0.10896737922481767,0.10896737922481767,2
cCON,low,my phone,0.10349834961514023,0.10349834961514023,3
cCON,low,focus,0.09902982705772798,0.09902982705772798,4
cCON,low,sunday,0.09360274090264706,0.09360274090264706,5
cCON,low,should really,0.0879141954441706,0.0879141954441706,6
cCON,low,where the,0.0879141954441706,0.0879141954441706,7
cCON,low,it funny,0.0879141954441706,0.0879141954441706,8
cCON,low,funny how,0.0855851863861557,0.0855851863861557,9
cCON,low,one with,0.08350181679089348,0.08350181679089348,10
cCON,low,at time,0.08350181679089348,0.08350181679089348,11
cCON,low,speaking of,0.08161717974746649,0.08161717974746649,12
cCON,low,track,0.07989664092767924,0.07989664092767924,13
cCON,low,that time,0.07684850816716671,0.07684850816716671,14
cCON,low,random,0.07684850816716671,0.07684850816716671,15
cCON,low,ended up,0.07684850816716671,0.07684850816716671,16
cCON,low,forget,0.07684850816716671,0.07684850816716671,17
cCON,low,yeah,0.07576879340903905,0.07576879340903905,18
cCON,low,dog,0.07548426227440212,0.07548426227440212,19
cCON,low,how it,0.07548426227440212,0.07548426227440212,20
cOPN,humans,so,0.03485341746327931,0.03485341746327931,1
cOPN,humans,am,0.031268130672988746,0.031268130672988746,2
cOPN,humans,really,0.03025260378657982,0.03025260378657982,3
cOPN,humans,now,0.026673870663953065,0.026673870663953065,4
cOPN,humans,he,0.02605111984877872,0.02605111984877872,5
cOPN,humans,because,0.025509737778801233,0.025509737778801233,6
cOPN,humans,you,0.02539264386182707,0.02539264386182707,7
cOPN,humans,going,0.024309400887805702,0.024309400887805702,8
cOPN,humans,much,0.02212256883303721,0.02212256883303721,9
cOPN,humans,her,0.02208792393334639,0.02208792393334639,10
cOPN,humans,it is,0.021494734205763536,0.021494734205763536,11
cOPN,humans,going to,0.021105910764918426,0.021105910764918426,12
cOPN,humans,don,0.02847086658674604,0.02043185872757869,13
cOPN,humans,here,0.020282180043868954,0.020282180043868954,14
cOPN,humans,to do,0.020263993097955683,0.020263993097955683,15
cOPN,humans,have to,0.01905495611376322,0.01905495611376322,16
cOPN,humans,him,0.018951248439584095,0.018951248439584095,17
cOPN,humans,get,0.02654548395135118,0.018885589437877125,18
cOPN,humans,are,0.026261495727772696,0.018620810378721465,19
cOPN,humans,has,0.018279066646633542,0.018279066646633542,20
cOPN,high,stories,0.15190162295785645,0.15190162295785645,1
cOPN,high,what if,0.12965891071948682,0.12965891071948682,2
cOPN,high,just the,0.12214639261441791,0.12214639261441791,3
cOPN,high,waiting,0.11491277071739478,0.11491277071739478,4
cOPN,high,if could,0.1117688774713389,0.1117688774713389,5
cOPN,high,language,0.10777874214682974,0.10777874214682974,6
cOPN,high,walls,0.10777874214682974,0.10777874214682974,7
cOPN,high,to explore,0.10777874214682974,0.10777874214682974,8
cOPN,high,art,0.1059091128627335,0.1059091128627335,9
cOPN,high,explore,0.10122867461411376,0.10122867461411376,10
cOPN,high,beyond,0.10122867461411376,0.10122867461411376,11
cOPN,high,where the,0.10122867461411376,0.10122867461411376,12
cOPN,high,heart,0.09823490540414581,0.09823490540414581,13
cOPN,high,reach,0.09614804752414056,0.09614804752414056,14
cOPN,high,the top,0.09614804752414056,0.09614804752414056,15
cOPN,high,story,0.09614804752414056,0.09614804752414056,16
cOPN,high,touch,0.09017442658979657,0.09017442658979657,17
cOPN,high,around me,0.08544680539965198,0.08544680539965198,18
cOPN,high,not just,0.08544680539965198,0.08544680539965198,19
cOPN,high,off the,0.08276507125062219,0.08276507125062219,20
cOPN,low,routine,0.1673307928599559,0.1673307928599559,1
cOPN,low,familiar,0.1491097257201268,0.1491097257201268,2
cOPN,low,my day,0.12731002936831967,0.12731002936831967,3
cOPN,low,and find,0.12393735206544594,0.12393735206544594,4
cOPN,low,smell of,0.11357107811836231,0.11357107811836231,5
cOPN,low,sound of,0.10935903733800342,0.10935903733800342,6
cOPN,low,comforting,0.10935903733800342,0.10935903733800342,7
cOPN,low,appreciate,0.10935903733800342,0.10935903733800342,8
cOPN,low,the smell,0.10271293008523104,0.10271293008523104,9
cOPN,low,and already,0.10271293008523104,0.10271293008523104,10
cOPN,low,notes,0.09999187527337566,0.09999187527337566,11
cOPN,low,the sound,0.09755780880096215,0.09755780880096215,12
cOPN,low,shower,0.09535592784306289,0.09535592784306289,13
cOPN,low,the sun,0.09535592784306289,0.09535592784306289,14
cOPN,low,the same,0.09492890544525587,0.09492890544525587,15
cOPN,low,add,0.09334576802060328,0.09334576802060328,16
cOPN,low,wall,0.09334576802060328,0.09334576802060328,17
cOPN,low,same,0.09332889056778487,0.09332889056778487,18
cOPN,low,brings,0.089784538283594,0.089784538283594,19
cOPN,low,the day,0.08852307344389147,0.08852307344389147,20
